t_index 	term                	df 
7409    	olga                	3  
7410    	oliv                	5  
7411    	oliva               	2  
7412    	olivera             	5  
7413    	olivo               	1  
7414    	oloroc              	1  
7415    	olsen               	3  
7416    	olson               	1  
7417    	olymp               	16 
7418    	olympia             	3  
7419    	olympian            	1  
7420    	om                  	1  
7421    	omah                	1  
7422    	oman                	4  
7423    	omar                	9  
7424    	ombudsman           	4  
7425    	omen                	3  
7426    	omeri               	1  
7427    	omin                	2  
7428    	omiss               	2  
7429    	omnivor             	1  
7430    	onal                	1  
7431    	onboard             	4  
7432    	onetim              	2  
7433    	ong                 	1  
7434    	ongo                	14 
7435    	onkar               	1  
7436    	onlin               	1  
7437    	onlook              	9  
7438    	onsit               	1  
7439    	onslaught           	1  
7440    	onw                 	1  
7441    	onward              	1  
7442    	op                  	1  
7443    	opec                	1  
7444    	open                	275
7445    	openli              	16 
7446    	oper                	166
7447    	opera               	2  
7448    	operat              	1  
7449    	opinion             	23 
7450    	oppon               	75 
7451    	opportun            	30 
7452    	oppos               	42 
7453    	opposit             	188
7454    	opt                 	6  
7455    	optic               	2  
7456    	optim               	4  
7457    	optimist            	12 
7458    	option              	39 
7459    	opul                	3  
7460    	opusa               	1  
7461    	or                  	7  
7462    	oracl               	1  
7463    	oral                	1  
7464    	orang               	10 
7465    	orano               	1  
7466    	orat                	2  
7467    	oratori             	1  
7468    	orbit               	1  
7469    	orchard             	1  
7470    	orchestr            	4  
7471    	ordain              	1  
7472    	ordeal              	5  
7473    	order               	132
7474    	orderli             	6  
7475    	ordin               	1  
7476    	ordinari            	16 
7477    	ordnanc             	7  
7478    	oregon              	11 
7479    	oreman              	1  
7480    	org                 	13 
7481    	organ               	120
7482    	organiz             	2  
7483    	orgi                	1  
7484    	orient              	6  
7485    	origin              	46 
7486    	orissa              	1  
7487    	orlando             	4  
7488    	orlean              	1  
7489    	orphan              	1  
7490    	orrin               	2  
7491    	ort                 	1  
7492    	ortega              	2  
7493    	ortel               	1  
7494    	orthodox            	17 
7495    	orthoped            	1  
7496    	ortiz               	3  
7497    	osama               	84 
7498    	oscar               	5  
7499    	oshima              	3  
7500    	oshman              	6  
7501    	oskinoff            	1  
7502    	oslo                	2  
7503    	osprei              	1  
7504    	osseo               	1  
7505    	ostentati           	1  
7506    	osteochondrosi      	1  
7507    	ostrichlik          	1  
7508    	otpor               	2  
7509    	ottoman             	5  
7510    	ouattara            	30 
7511    	oui                 	1  
7512    	ould                	1  
7513    	ouof                	1  
7514    	oust                	53 
7515    	ouster              	9  
7516    	out                 	3  
7517    	outboard            	3  
7518    	outbreak            	6  
7519    	outburst            	3  
7520    	outclass            	1  
7521    	outcom              	46 
7522    	outcri              	1  
7523    	outdoor             	4  
7524    	outer               	11 
7525    	outfit              	6  
7526    	outgo               	9  
7527    	outgrowth           	2  
7528    	outgun              	1  
7529    	outlai              	1  
7530    	outlast             	4  
7531    	outlaw              	8  
7532    	outlet              	4  
7533    	outli               	1  
7534    	outlin              	8  
7535    	outliv              	1  
7536    	outmaneuv           	3  
7537    	outmod              	1  
7538    	outnumb             	3  
7539    	outplai             	1  
7540    	outpol              	16 
7541    	outpost             	1  
7542    	outpour             	5  
7543    	output              	2  
7544    	outrag              	21 
7545    	outrais             	1  
7546    	outreach            	1  
7547    	outright            	21 
7548    	outset              	4  
7549    	outsid              	8  
7550    	outskirt            	4  
7551    	outsmart            	3  
7552    	outspend            	1  
7553    	outspent            	3  
7554    	outspoken           	4  
7555    	outstand            	2  
7556    	outster             	1  
7557    	outstrip            	1  
7558    	outtara             	1  
7559    	outvot              	1  
7560    	outward             	3  
7561    	outwardli           	1  
7562    	outweigh            	2  
7563    	oval                	4  
7564    	ovat                	1  
7565    	overabund           	1  
7566    	overbil             	1  
7567    	overboard           	2  
7568    	overcam             	8  
7569    	overcom             	13 
7570    	overconfid          	3  
